Macro Name,Directive,File,Line,Occurrences
BlynkApiWiringPi_h,#define BlynkApiWiringPi_h,linux/BlynkApiWiringPi.h,12,1
BlynkApi_h,#define BlynkApi_h,src/Blynk/BlynkApi.h,12,2
BlynkArduinoClient_h,#define BlynkArduinoClient_h,src/Adapters/BlynkArduinoClient.h,12,1
BlynkArduinoGSM_h,#define BlynkArduinoGSM_h,src/Adapters/BlynkArduinoGSM.h,11,1
BlynkArduinoNB_h,#define BlynkArduinoNB_h,src/Adapters/BlynkArduinoNB.h,11,1
BlynkBLEPeripheralSerial_h,#define BlynkBLEPeripheralSerial_h,src/Adapters/BlynkBLEPeripheralSerial.h,2,1
BlynkBitClear,"#define BlynkBitClear(value, bit) ((value) &= ~(1UL << (bit)))",src/Blynk/BlynkUtility.h,187,1
BlynkBitRead,"#define BlynkBitRead(value, bit)  (((value) >> (bit)) & 0x01)",src/Blynk/BlynkUtility.h,188,1
BlynkBitSet,"#define BlynkBitSet(value, bit)   ((value) |= (1UL << (bit)))",src/Blynk/BlynkUtility.h,186,1
BlynkBitWrite,"#define BlynkBitWrite(value, bit, bitvalue) (bitvalue ? bitSet(value, bit) : bitClear(value, bit))",src/Blynk/BlynkUtility.h,189,1
BlynkCC3000_h,#define BlynkCC3000_h,src/Adapters/BlynkCC3000.h,12,1
BlynkConfig_h,#define BlynkConfig_h,src/Blynk/BlynkConfig.h,12,1
BlynkConsole_h,#define BlynkConsole_h,src/Blynk/BlynkConsole.h,12,1
BlynkDateTime_h,#define BlynkDateTime_h,src/Blynk/BlynkDateTime.h,12,1
BlynkDebug_h,#define BlynkDebug_h,src/Blynk/BlynkDebug.h,12,1
BlynkDetectDevice_h,#define BlynkDetectDevice_h,src/Blynk/BlynkDetectDevice.h,12,1
BlynkEthernet_h,#define BlynkEthernet_h,src/Adapters/BlynkEthernet.h,12,1
BlynkFifo_h,#define BlynkFifo_h,src/utility/BlynkFifo.h,12,1
BlynkGsmClient_h,#define BlynkGsmClient_h,src/Adapters/BlynkGsmClient.h,12,1
BlynkHandlers_h,#define BlynkHandlers_h,src/Blynk/BlynkHandlers.h,12,1
BlynkHelpers_h,#define BlynkHelpers_h,src/Blynk/BlynkHelpers.h,12,1
BlynkMultiClient_h,#define BlynkMultiClient_h,src/BlynkMultiClient.h,12,1
BlynkNcpClient_h,#define BlynkNcpClient_h,src/BlynkEdgentNCP.h,12,1
BlynkParam_h,#define BlynkParam_h,src/Blynk/BlynkParam.h,12,1
BlynkParticleBearSSL_h,#define BlynkParticleBearSSL_h,src/Adapters/BlynkParticleBearSSL.h,12,1
BlynkParticle_h,#define BlynkParticle_h,src/Adapters/BlynkParticle.h,12,1
BlynkProtocolDefs_h,#define BlynkProtocolDefs_h,src/Blynk/BlynkProtocolDefs.h,12,1
BlynkProtocol_h,#define BlynkProtocol_h,src/Blynk/BlynkProtocol.h,12,1
BlynkSerialBLE_h,#define BlynkSerialBLE_h,src/BlynkSimpleSerialBLE.h,12,1
BlynkSimpleArduinoNano_BLE_h,#define BlynkSimpleArduinoNano_BLE_h,src/BlynkSimpleArduinoNanoBLE.h,12,1
BlynkSimpleBLEPeripheral_h,#define BlynkSimpleBLEPeripheral_h,src/BlynkSimpleBLEPeripheral.h,12,1
BlynkSimpleCC3000_h,#define BlynkSimpleCC3000_h,src/BlynkSimpleCC3000.h,11,1
BlynkSimpleCurieBLE_h,#define BlynkSimpleCurieBLE_h,src/BlynkSimpleCurieBLE.h,12,1
BlynkSimpleEnergiaEthernet_h,#define BlynkSimpleEnergiaEthernet_h,src/BlynkSimpleEnergiaEthernet.h,12,1
BlynkSimpleEnergiaWiFi_h,#define BlynkSimpleEnergiaWiFi_h,src/BlynkSimpleEnergiaWiFi.h,12,1
BlynkSimpleEsp32_BLE_h,#define BlynkSimpleEsp32_BLE_h,src/BlynkSimpleEsp32_BLE.h,12,1
BlynkSimpleEsp32_BT_h,#define BlynkSimpleEsp32_BT_h,src/BlynkSimpleEsp32_BT.h,2,1
BlynkSimpleEsp32_NimBLE_h,#define BlynkSimpleEsp32_NimBLE_h,src/BlynkSimpleEsp32_NimBLE.h,12,1
BlynkSimpleEsp32_SSL_h,#define BlynkSimpleEsp32_SSL_h,src/BlynkSimpleEsp32_SSL.h,12,1
BlynkSimpleEsp32_h,#define BlynkSimpleEsp32_h,src/BlynkSimpleEsp32.h,12,1
BlynkSimpleEsp8266_SSL_h,#define BlynkSimpleEsp8266_SSL_h,src/BlynkSimpleEsp8266_SSL.h,12,1
BlynkSimpleEsp8266_h,#define BlynkSimpleEsp8266_h,src/BlynkSimpleEsp8266.h,12,1
BlynkSimpleEthernetSSL_h,#define BlynkSimpleEthernetSSL_h,src/BlynkSimpleEthernetSSL.h,12,1
BlynkSimpleEthernet_h,#define BlynkSimpleEthernet_h,src/BlynkSimpleEthernet.h,12,1
BlynkSimpleFishino_h,#define BlynkSimpleFishino_h,src/BlynkSimpleFishino.h,12,1
BlynkSimpleIntelEdisonWiFi_h,#define BlynkSimpleIntelEdisonWiFi_h,src/BlynkSimpleIntelEdisonWiFi.h,12,1
BlynkSimpleLinkItONE_h,#define BlynkSimpleLinkItONE_h,src/BlynkSimpleLinkItONE.h,12,1
BlynkSimpleMKR1000_h,#define BlynkSimpleMKR1000_h,src/BlynkSimpleMKR1000.h,12,1
BlynkSimpleMKRGSM_h,#define BlynkSimpleMKRGSM_h,src/BlynkSimpleMKRGSM.h,11,1
BlynkSimpleMKRNB_h,#define BlynkSimpleMKRNB_h,src/BlynkSimpleMKRNB.h,11,1
BlynkSimpleParticle_h,#define BlynkSimpleParticle_h,src/BlynkSimpleParticle.h,12,2
BlynkSimpleRFduinoBLE_h,#define BlynkSimpleRFduinoBLE_h,src/BlynkSimpleRFduinoBLE.h,12,1
BlynkSimpleRedBearLab_BLE_Nano_h,#define BlynkSimpleRedBearLab_BLE_Nano_h,src/BlynkSimpleRedBearLab_BLE_Nano.h,12,1
BlynkSimpleRedBear_Duo_BLE_h,#define BlynkSimpleRedBear_Duo_BLE_h,src/BlynkSimpleRedBear_Duo_BLE.h,12,1
BlynkSimpleRedBear_Duo_h,#define BlynkSimpleRedBear_Duo_h,src/BlynkSimpleRedBear_Duo.h,12,1
BlynkSimpleShieldEsp8266_h,#define BlynkSimpleShieldEsp8266_h,src/BlynkSimpleShieldEsp8266.h,12,1
BlynkSimpleSimbleeBLE_h,#define BlynkSimpleSimbleeBLE_h,src/BlynkSimpleSimbleeBLE.h,12,1
BlynkSimpleStream_h,#define BlynkSimpleStream_h,src/BlynkSimpleStream.h,12,1
BlynkSimpleTinyDuino_h,#define BlynkSimpleTinyDuino_h,src/BlynkSimpleTinyDuino.h,11,1
BlynkSimpleTinyGSM_h,#define BlynkSimpleTinyGSM_h,src/BlynkSimpleTinyGSM.h,12,1
BlynkSimpleUipEthernet_h,#define BlynkSimpleUipEthernet_h,src/BlynkSimpleEthernetENC.h,12,2
BlynkSimpleWiFiLink_h,#define BlynkSimpleWiFiLink_h,src/BlynkSimpleWiFiLink.h,11,1
BlynkSimpleWiFiNINA_h,#define BlynkSimpleWiFiNINA_h,src/BlynkSimpleWiFiNINA.h,12,1
BlynkSimpleWiFiShield101_h,#define BlynkSimpleWiFiShield101_h,src/BlynkSimpleWiFiShield101.h,12,2
BlynkSimpleWiFly_h,#define BlynkSimpleWiFly_h,src/BlynkSimpleWiFly.h,12,1
BlynkSimpleWifi_h,#define BlynkSimpleWifi_h,src/BlynkSimpleWifi.h,12,1
BlynkSimpleWildFire_h,#define BlynkSimpleWildFire_h,src/BlynkSimpleWildFire.h,12,1
BlynkSimpleWioTerminal_BLE_h,#define BlynkSimpleWioTerminal_BLE_h,src/BlynkSimpleWioTerminal_BLE.h,12,1
BlynkSimpleWioTerminal_h,#define BlynkSimpleWioTerminal_h,src/BlynkSimpleWioTerminal.h,12,2
BlynkSimpleWizFi250_h,#define BlynkSimpleWizFi250_h,src/BlynkSimpleWizFi250.h,11,1
BlynkSimpleWizFi310_h,#define BlynkSimpleWizFi310_h,src/BlynkSimpleWizFi310.h,11,1
BlynkSimpleYun_h,#define BlynkSimpleYun_h,src/BlynkSimpleYun.h,12,1
BlynkSocket_h,#define BlynkSocket_h,linux/BlynkSocket.h,11,1
BlynkStreamMulti_h,#define BlynkStreamMulti_h,src/utility/BlynkStreamMulti.h,2,1
BlynkStreamNull_h,#define BlynkStreamNull_h,src/utility/BlynkStreamNull.h,2,1
BlynkStream_h,#define BlynkStream_h,src/Adapters/BlynkSerial.h,12,1
BlynkUtility_h,#define BlynkUtility_h,src/Blynk/BlynkUtility.h,12,1
BlynkWiFiCommon_h,#define BlynkWiFiCommon_h,src/Adapters/BlynkWiFiCommon.h,12,1
BlynkWiFly_h,#define BlynkWiFly_h,src/Adapters/BlynkWiFly.h,12,1
BlynkWidgetBase_h,#define BlynkWidgetBase_h,src/Blynk/BlynkWidgetBase.h,11,1
BlynkWildFire_h,#define BlynkWildFire_h,src/Adapters/BlynkWildFire.h,12,1
BlynkWizFi250_h,#define BlynkWizFi250_h,src/Adapters/BlynkWizFi250.h,12,1
Blynk_h,#define Blynk_h,src/Blynk.h,12,1
CHARACTERISTIC1_MAX_LEN,#define CHARACTERISTIC1_MAX_LEN    20,src/BlynkSimpleRedBear_Duo_BLE.h,44,1
CHARACTERISTIC2_MAX_LEN,#define CHARACTERISTIC2_MAX_LEN    20,src/BlynkSimpleRedBear_Duo_BLE.h,45,1
CHARACTERISTIC_UUID_RX,"#define CHARACTERISTIC_UUID_RX ""713D0003-503E-4C75-BA94-3148F18D941E""",src/BlynkSimpleArduinoNanoBLE.h,27,4
CHARACTERISTIC_UUID_TX,"#define CHARACTERISTIC_UUID_TX ""713D0002-503E-4C75-BA94-3148F18D941E""",src/BlynkSimpleArduinoNanoBLE.h,28,4
CONFIG_AP_URL,"#define CONFIG_AP_URL                 ""blynk.setup""",examples/Blynk.Edgent/Edgent_ESP32/Settings.h,102,3
CONFIG_DEFAULT_PORT,#define CONFIG_DEFAULT_PORT           443,examples/Blynk.Edgent/Edgent_ESP32/Settings.h,108,3
CONFIG_DEFAULT_SERVER,"#define CONFIG_DEFAULT_SERVER         ""blynk.cloud""",examples/Blynk.Edgent/Edgent_ESP32/Settings.h,105,3
CONFIG_DEVICE_PREFIX,"#define CONFIG_DEVICE_PREFIX          ""Blynk""",examples/Blynk.Edgent/Edgent_ESP32/Settings.h,99,3
CONFIG_FLAG_STATIC_IP,#define CONFIG_FLAG_STATIC_IP   0x02,examples/Blynk.Edgent/Edgent_ESP32/ConfigStore.h,3,3
CONFIG_FLAG_VALID,#define CONFIG_FLAG_VALID       0x01,examples/Blynk.Edgent/Edgent_ESP32/ConfigStore.h,2,3
CONN_SUPERVISION_TIMEOUT,#define CONN_SUPERVISION_TIMEOUT   0x03E8 // 10s.,src/BlynkSimpleRedBear_Duo_BLE.h,37,1
DEBUG_PRINT,#define DEBUG_PRINT(...)  BLYNK_LOG1(__VA_ARGS__),examples/Blynk.Edgent/Edgent_ESP32/Settings.h,127,6
DEBUG_PRINTF,#define DEBUG_PRINTF(...) BLYNK_LOG(__VA_ARGS__),examples/Blynk.Edgent/Edgent_ESP32/Settings.h,128,6
DHTPIN,#define DHTPIN 2          // What digital pin we're connected to,examples/More/DHT11/DHT11.ino,45,1
DHTTYPE,#define DHTTYPE DHT11     // DHT 11,examples/More/DHT11/DHT11.ino,48,1
DIMM,#define DIMM(x)    ((uint32_t)(x)*(BOARD_LED_BRIGHTNESS)/255),examples/Blynk.Edgent/Edgent_ESP32/Indicator.h,18,3
EEPROM_CONFIG_START,#define EEPROM_CONFIG_START 0,examples/Blynk.Edgent/Edgent_ESP8266/ConfigStore.h,102,1
ENABLE_HANDLERS,#define ENABLE_HANDLERS,tests/BlynkFootprintTest/BlynkFootprintTest.ino,12,1
ESP8266_BAUD,#define ESP8266_BAUD 115200,examples/Boards_WiFi/ESP8266_Shield/ESP8266_Shield.ino,54,1
EspSerial,#define EspSerial Serial1,examples/Boards_WiFi/ESP8266_Shield/ESP8266_Shield.ino,47,1
GPRS_APN,"#define GPRS_APN       ""GPRS_APN"" // replace your GPRS APN",examples/Boards_With_HTTP_API/Arduino_GSM/Arduino_GSM.ino,36,2
GPRS_LOGIN,"#define GPRS_LOGIN     ""login""    // replace with your GPRS login",examples/Boards_With_HTTP_API/Arduino_GSM/Arduino_GSM.ino,37,1
GPRS_PASSWORD,"#define GPRS_PASSWORD  ""password"" // replace with your GPRS password",examples/Boards_With_HTTP_API/Arduino_GSM/Arduino_GSM.ino,38,2
GPRS_USER,"#define GPRS_USER      """"           // Replace with your GPRS user",examples/Boards_With_HTTP_API/SIM800_SIM900/SIM800_SIM900.ino,40,1
IS_LEAP_YEAR,#define IS_LEAP_YEAR(year)      (!((year) % 4) && (((year) % 100) || !((year) % 400))),src/utility/BlynkTimeUtils.cpp,9,1
LED_PIN,#define LED_PIN 4,examples/More/Stroboscope/Stroboscope.ino,40,1
MAX_CONN_INTERVAL,#define MAX_CONN_INTERVAL          0x0190 // 500ms.,src/BlynkSimpleRedBear_Duo_BLE.h,35,1
MIN_CONN_INTERVAL,#define MIN_CONN_INTERVAL          0x0028 // 50ms.,src/BlynkSimpleRedBear_Duo_BLE.h,34,1
MKRETH_CS,#define MKRETH_CS  5,examples/Boards_ArduinoClient/Arduino_MKR1400_GSM_ETH/Arduino_MKR1400_GSM_ETH.ino,52,4
NCP_RESETN,#define NCP_RESETN      (101),src/BlynkEdgentNCP.h,129,1
OTA_FATAL,#define OTA_FATAL(...) { BLYNK_LOG1(__VA_ARGS__); delay(1000); restartMCU(); },examples/Blynk.Edgent/Edgent_ESP8266/OTA.h,2,2
PAD_BLE_SERIAL_X_RX,#define PAD_BLE_SERIAL_X_RX (SERCOM_RX_PAD_2),src/BlynkEdgentNCP.h,36,1
PAD_BLE_SERIAL_X_TX,#define PAD_BLE_SERIAL_X_TX (UART_TX_PAD_0),src/BlynkEdgentNCP.h,37,1
PIN,#define PIN 8,examples/More/NeoPixel/NeoPixel.ino,41,1
PINNUMBER,"#define PINNUMBER """"",examples/Boards_With_HTTP_API/Arduino_GSM/Arduino_GSM.ino,33,1
PIN_BLE_SERIAL_X_RX,#define PIN_BLE_SERIAL_X_RX (84ul),src/BlynkEdgentNCP.h,34,1
PIN_BLE_SERIAL_X_TX,#define PIN_BLE_SERIAL_X_TX (85ul),src/BlynkEdgentNCP.h,35,1
RGB,"#define RGB(r,g,b) (DIMM(r) << 16 | DIMM(g) << 8 | DIMM(b) << 0)",examples/Blynk.Edgent/Edgent_ESP32/Indicator.h,19,3
SDCARD_CS,#define SDCARD_CS  4,examples/Boards_ArduinoClient/Arduino_Ethernet/Arduino_Ethernet.ino,57,8
SECS_IN_DAY,#define SECS_IN_DAY             (24L * 60L * 60L),src/utility/BlynkTimeUtils.cpp,8,1
SERCOM_BLE_SERIAL_X,#define SERCOM_BLE_SERIAL_X sercom0,src/BlynkEdgentNCP.h,38,1
SERVICE_UUID,"#define SERVICE_UUID           ""713D0000-503E-4C75-BA94-3148F18D941E""",src/BlynkSimpleArduinoNanoBLE.h,26,4
SIMPLETIMER_H,#define SIMPLETIMER_H,src/Blynk/BlynkTimer.h,35,1
SKIP_WRITES_TEST,#define SKIP_WRITES_TEST,tests/BlynkBuildTest/BlynkBuildTest.ino,18,1
SLAVE_LATENCY,#define SLAVE_LATENCY              0x0000 // No slave latency.,src/BlynkSimpleRedBear_Duo_BLE.h,36,1
SerialAT,#define SerialAT Serial1,examples/Boards_GSM/TinyGSM_SIM800_SIM900/TinyGSM_SIM800_SIM900.ino,57,1
SerialNCP,#define SerialNCP       BLYNK_NCP_SERIAL,src/BlynkEdgentNCP.h,84,12
SimpleTimer,#define SimpleTimer BlynkTimer,src/Blynk/BlynkTimer.h,36,1
TIME_MAX,#define TIME_MAX                2147483647L,src/utility/BlynkTimeUtils.cpp,12,1
TINY_GSM_MODEM_SIM800,#define TINY_GSM_MODEM_SIM800,examples/Boards_GSM/TinyGSM_SIM800_SIM900/TinyGSM_SIM800_SIM900.ino,35,1
TINY_GSM_MODEM_UBLOX,#define TINY_GSM_MODEM_UBLOX,examples/Boards_GSM/TinyGSM_MKR1400/TinyGSM_MKR1400.ino,35,1
TO_PWM,#define TO_PWM(x)  ((uint32_t)(x)*(BOARD_PWM_MAX)/255),examples/Blynk.Edgent/Edgent_ESP32/Indicator.h,20,3
TXRX_BUF_LEN,#define TXRX_BUF_LEN 20,src/BlynkSimpleRedBearLab_BLE_Nano.h,36,1
USE_PTHREAD,#define USE_PTHREAD,examples/Blynk.Edgent/Edgent_ESP32/Settings.h,122,1
USE_SSL,#define USE_SSL,examples/Blynk.Edgent/Edgent_ESP8266/OTA.h,4,2
USE_TICKER,#define USE_TICKER,examples/Blynk.Edgent/Edgent_ESP8266/Settings.h,86,1
V0,#define V0  0,src/Blynk/BlynkHandlers.h,19,1
V1,#define V1  1,src/Blynk/BlynkHandlers.h,20,1
V10,#define V10 10,src/Blynk/BlynkHandlers.h,29,1
V100,#define V100 100,src/Blynk/BlynkHandlers.h,120,1
V101,#define V101 101,src/Blynk/BlynkHandlers.h,121,1
V102,#define V102 102,src/Blynk/BlynkHandlers.h,122,1
V103,#define V103 103,src/Blynk/BlynkHandlers.h,123,1
V104,#define V104 104,src/Blynk/BlynkHandlers.h,124,1
V105,#define V105 105,src/Blynk/BlynkHandlers.h,125,1
V106,#define V106 106,src/Blynk/BlynkHandlers.h,126,1
V107,#define V107 107,src/Blynk/BlynkHandlers.h,127,1
V108,#define V108 108,src/Blynk/BlynkHandlers.h,128,1
V109,#define V109 109,src/Blynk/BlynkHandlers.h,129,1
V11,#define V11 11,src/Blynk/BlynkHandlers.h,30,1
V110,#define V110 110,src/Blynk/BlynkHandlers.h,130,1
V111,#define V111 111,src/Blynk/BlynkHandlers.h,131,1
V112,#define V112 112,src/Blynk/BlynkHandlers.h,132,1
V113,#define V113 113,src/Blynk/BlynkHandlers.h,133,1
V114,#define V114 114,src/Blynk/BlynkHandlers.h,134,1
V115,#define V115 115,src/Blynk/BlynkHandlers.h,135,1
V116,#define V116 116,src/Blynk/BlynkHandlers.h,136,1
V117,#define V117 117,src/Blynk/BlynkHandlers.h,137,1
V118,#define V118 118,src/Blynk/BlynkHandlers.h,138,1
V119,#define V119 119,src/Blynk/BlynkHandlers.h,139,1
V12,#define V12 12,src/Blynk/BlynkHandlers.h,31,1
V120,#define V120 120,src/Blynk/BlynkHandlers.h,140,1
V121,#define V121 121,src/Blynk/BlynkHandlers.h,141,1
V122,#define V122 122,src/Blynk/BlynkHandlers.h,142,1
V123,#define V123 123,src/Blynk/BlynkHandlers.h,143,1
V124,#define V124 124,src/Blynk/BlynkHandlers.h,144,1
V125,#define V125 125,src/Blynk/BlynkHandlers.h,145,1
V126,#define V126 126,src/Blynk/BlynkHandlers.h,146,1
V127,#define V127 127,src/Blynk/BlynkHandlers.h,147,1
V13,#define V13 13,src/Blynk/BlynkHandlers.h,32,1
V14,#define V14 14,src/Blynk/BlynkHandlers.h,33,1
V15,#define V15 15,src/Blynk/BlynkHandlers.h,34,1
V16,#define V16 16,src/Blynk/BlynkHandlers.h,35,1
V17,#define V17 17,src/Blynk/BlynkHandlers.h,36,1
V18,#define V18 18,src/Blynk/BlynkHandlers.h,37,1
V19,#define V19 19,src/Blynk/BlynkHandlers.h,38,1
V2,#define V2  2,src/Blynk/BlynkHandlers.h,21,1
V20,#define V20 20,src/Blynk/BlynkHandlers.h,39,1
V21,#define V21 21,src/Blynk/BlynkHandlers.h,40,1
V22,#define V22 22,src/Blynk/BlynkHandlers.h,41,1
V23,#define V23 23,src/Blynk/BlynkHandlers.h,42,1
V24,#define V24 24,src/Blynk/BlynkHandlers.h,43,1
V25,#define V25 25,src/Blynk/BlynkHandlers.h,44,1
V26,#define V26 26,src/Blynk/BlynkHandlers.h,45,1
V27,#define V27 27,src/Blynk/BlynkHandlers.h,46,1
V28,#define V28 28,src/Blynk/BlynkHandlers.h,47,1
V29,#define V29 29,src/Blynk/BlynkHandlers.h,48,1
V3,#define V3  3,src/Blynk/BlynkHandlers.h,22,1
V30,#define V30 30,src/Blynk/BlynkHandlers.h,49,1
V31,#define V31 31,src/Blynk/BlynkHandlers.h,50,1
V32,#define V32 32,src/Blynk/BlynkHandlers.h,52,1
V33,#define V33 33,src/Blynk/BlynkHandlers.h,53,1
V34,#define V34 34,src/Blynk/BlynkHandlers.h,54,1
V35,#define V35 35,src/Blynk/BlynkHandlers.h,55,1
V36,#define V36 36,src/Blynk/BlynkHandlers.h,56,1
V37,#define V37 37,src/Blynk/BlynkHandlers.h,57,1
V38,#define V38 38,src/Blynk/BlynkHandlers.h,58,1
V39,#define V39 39,src/Blynk/BlynkHandlers.h,59,1
V4,#define V4  4,src/Blynk/BlynkHandlers.h,23,1
V40,#define V40 40,src/Blynk/BlynkHandlers.h,60,1
V41,#define V41 41,src/Blynk/BlynkHandlers.h,61,1
V42,#define V42 42,src/Blynk/BlynkHandlers.h,62,1
V43,#define V43 43,src/Blynk/BlynkHandlers.h,63,1
V44,#define V44 44,src/Blynk/BlynkHandlers.h,64,1
V45,#define V45 45,src/Blynk/BlynkHandlers.h,65,1
V46,#define V46 46,src/Blynk/BlynkHandlers.h,66,1
V47,#define V47 47,src/Blynk/BlynkHandlers.h,67,1
V48,#define V48 48,src/Blynk/BlynkHandlers.h,68,1
V49,#define V49 49,src/Blynk/BlynkHandlers.h,69,1
V5,#define V5  5,src/Blynk/BlynkHandlers.h,24,1
V50,#define V50 50,src/Blynk/BlynkHandlers.h,70,1
V51,#define V51 51,src/Blynk/BlynkHandlers.h,71,1
V52,#define V52 52,src/Blynk/BlynkHandlers.h,72,1
V53,#define V53 53,src/Blynk/BlynkHandlers.h,73,1
V54,#define V54 54,src/Blynk/BlynkHandlers.h,74,1
V55,#define V55 55,src/Blynk/BlynkHandlers.h,75,1
V56,#define V56 56,src/Blynk/BlynkHandlers.h,76,1
V57,#define V57 57,src/Blynk/BlynkHandlers.h,77,1
V58,#define V58 58,src/Blynk/BlynkHandlers.h,78,1
V59,#define V59 59,src/Blynk/BlynkHandlers.h,79,1
V6,#define V6  6,src/Blynk/BlynkHandlers.h,25,1
V60,#define V60 60,src/Blynk/BlynkHandlers.h,80,1
V61,#define V61 61,src/Blynk/BlynkHandlers.h,81,1
V62,#define V62 62,src/Blynk/BlynkHandlers.h,82,1
V63,#define V63 63,src/Blynk/BlynkHandlers.h,83,1
V64,#define V64 64,src/Blynk/BlynkHandlers.h,84,1
V65,#define V65 65,src/Blynk/BlynkHandlers.h,85,1
V66,#define V66 66,src/Blynk/BlynkHandlers.h,86,1
V67,#define V67 67,src/Blynk/BlynkHandlers.h,87,1
V68,#define V68 68,src/Blynk/BlynkHandlers.h,88,1
V69,#define V69 69,src/Blynk/BlynkHandlers.h,89,1
V7,#define V7  7,src/Blynk/BlynkHandlers.h,26,1
V70,#define V70 70,src/Blynk/BlynkHandlers.h,90,1
V71,#define V71 71,src/Blynk/BlynkHandlers.h,91,1
V72,#define V72 72,src/Blynk/BlynkHandlers.h,92,1
V73,#define V73 73,src/Blynk/BlynkHandlers.h,93,1
V74,#define V74 74,src/Blynk/BlynkHandlers.h,94,1
V75,#define V75 75,src/Blynk/BlynkHandlers.h,95,1
V76,#define V76 76,src/Blynk/BlynkHandlers.h,96,1
V77,#define V77 77,src/Blynk/BlynkHandlers.h,97,1
V78,#define V78 78,src/Blynk/BlynkHandlers.h,98,1
V79,#define V79 79,src/Blynk/BlynkHandlers.h,99,1
V8,#define V8  8,src/Blynk/BlynkHandlers.h,27,1
V80,#define V80 80,src/Blynk/BlynkHandlers.h,100,1
V81,#define V81 81,src/Blynk/BlynkHandlers.h,101,1
V82,#define V82 82,src/Blynk/BlynkHandlers.h,102,1
V83,#define V83 83,src/Blynk/BlynkHandlers.h,103,1
V84,#define V84 84,src/Blynk/BlynkHandlers.h,104,1
V85,#define V85 85,src/Blynk/BlynkHandlers.h,105,1
V86,#define V86 86,src/Blynk/BlynkHandlers.h,106,1
V87,#define V87 87,src/Blynk/BlynkHandlers.h,107,1
V88,#define V88 88,src/Blynk/BlynkHandlers.h,108,1
V89,#define V89 89,src/Blynk/BlynkHandlers.h,109,1
V9,#define V9  9,src/Blynk/BlynkHandlers.h,28,1
V90,#define V90 90,src/Blynk/BlynkHandlers.h,110,1
V91,#define V91 91,src/Blynk/BlynkHandlers.h,111,1
V92,#define V92 92,src/Blynk/BlynkHandlers.h,112,1
V93,#define V93 93,src/Blynk/BlynkHandlers.h,113,1
V94,#define V94 94,src/Blynk/BlynkHandlers.h,114,1
V95,#define V95 95,src/Blynk/BlynkHandlers.h,115,1
V96,#define V96 96,src/Blynk/BlynkHandlers.h,116,1
V97,#define V97 97,src/Blynk/BlynkHandlers.h,117,1
V98,#define V98 98,src/Blynk/BlynkHandlers.h,118,1
V99,#define V99 99,src/Blynk/BlynkHandlers.h,119,1
W5100_CS,#define W5100_CS   10,examples/Boards_ArduinoClient/Arduino_Ethernet/Arduino_Ethernet.ino,56,4
WIFI_AP_IP,"#define WIFI_AP_IP                    IPAddress(192, 168, 4, 1)",examples/Blynk.Edgent/Edgent_ESP32/Settings.h,114,3
WIFI_AP_Subnet,"#define WIFI_AP_Subnet                IPAddress(255, 255, 255, 0)",examples/Blynk.Edgent/Edgent_ESP32/Settings.h,115,3
WIFI_CLOUD_CONNECT_TIMEOUT,#define WIFI_CLOUD_CONNECT_TIMEOUT    50000,examples/Blynk.Edgent/Edgent_ESP32/Settings.h,113,3
WIFI_CLOUD_MAX_RETRIES,#define WIFI_CLOUD_MAX_RETRIES        500,examples/Blynk.Edgent/Edgent_ESP32/Settings.h,111,3
WIFI_NET_CONNECT_TIMEOUT,#define WIFI_NET_CONNECT_TIMEOUT      50000,examples/Blynk.Edgent/Edgent_ESP32/Settings.h,112,3
WiFlySerial,#define WiFlySerial Serial1,examples/Boards_WiFi/RN_XV_WiFly/RN_XV_WiFly.ino,48,2
WidgetLCD_h,#define WidgetLCD_h,src/WidgetLCD.h,11,1
WidgetLED_h,#define WidgetLED_h,src/WidgetLED.h,11,1
WidgetMap_h,#define WidgetMap_h,src/WidgetMap.h,11,1
WidgetRTC_h,#define WidgetRTC_h,src/WidgetRTC.h,12,1
WidgetTerminal_h,#define WidgetTerminal_h,src/WidgetTerminal.h,11,1
WidgetTimeInput_h,#define WidgetTimeInput_h,src/WidgetTimeInput.h,12,1
YEAR_0,#define YEAR_0                  1900,src/utility/BlynkTimeUtils.cpp,6,1
YEAR_DAYS,#define YEAR_DAYS(year)         (IS_LEAP_YEAR(year) ? 366 : 365),src/utility/BlynkTimeUtils.cpp,10,1
YEAR_EPOCH,#define YEAR_EPOCH              1970,src/utility/BlynkTimeUtils.cpp,7,1
YIELD_FIX,#define YIELD_FIX() BLYNK_RUN_YIELD();,src/Adapters/BlynkArduinoClient.h,19,2
_BLYNK_USE_DEFAULT_DELAY,#define _BLYNK_USE_DEFAULT_DELAY,src/utility/BlynkDebug.cpp,40,10
_BLYNK_USE_DEFAULT_FREE_RAM,#define _BLYNK_USE_DEFAULT_FREE_RAM,src/utility/BlynkDebug.cpp,91,9
_BLYNK_USE_DEFAULT_MILLIS,#define _BLYNK_USE_DEFAULT_MILLIS,src/utility/BlynkDebug.cpp,39,9
_BLYNK_USE_DEFAULT_RESET,#define _BLYNK_USE_DEFAULT_RESET,src/utility/BlynkDebug.cpp,131,3
_POSIX_C_SOURCE,#define _POSIX_C_SOURCE 200809L,src/utility/BlynkDebug.cpp,218,1
analogInputToDigitalPin,#define analogInputToDigitalPin(x) -1,tests/GenerateJSON/GenerateJSON.ino,41,1
